Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND65206,Gary Reynolds,85.0,27795.0,07-12-2015,Phillip Peters,American,,Mid,Jade,142534.02,5158.5,2.0,51.9,847748.91,,164281.03,206879.49,51537.89,400565.59,3.0,1.0,4.0,,9.0
IND97608,low,73.0,22788.0,05-05-2010,Jason Duncan,European,Developer I,High,Jade,133713.43,17667.93,1.0,789.68,936515.91,789183.24,342366.26,292636.11,15525.12,1344158.12,3.0,2.0,1.0,1.0,10.0
IND99978,Russell Wagner,79.0,,18-10-2019,Jeremy Vasquez,European,Operator,High,Jade,442113.95,21945.0,1.0,13749.83,2538730.13,1528432.2,478908.76,675057.56,47344.2,1886286.75,2.0,5.0,1.0,1.0,11.0
IND51034,Jonathan Harper,75.0,19781.0,03-01-2005,,European,Web Developer III,Mid,Silver,210223.41,29360.74,2.0,7510.1,,1030505.47,253781.2,427659.77,54330.37,711150.97,,2.0,1.0,1.0,12.0
IND77398,Russell Reyes,60.0,27415.0,17-10-2009,Adam Hernandez,,Dental Hygienist,Mid,Silver,223156.5,25586.19,1.0,1107.52,787973.99,657031.99,263889.9,291140.57,9479.84,269938.98,0.0,2.0,2.0,1.0,13.0
IND48157,Sara Thompson,79.0,39907.0,17-06-2001,Shawn Wallace,,Software Engineer I,High,Gold,346125.01,6635.21,3.0,3076.64,561119.35,100838.16,93368.66,74694.93,35345.94,341892.6,0.0,3.0,2.0,1.0,14.0
IND46455,Jonathan Duncan,83.0,12805.0,,Todd Roberts,Asian,Design Engineer,Low,Gold,96650.09,7967.12,1.0,187.15,95472.51,211848.57,154720.87,65815.88,13697.78,211659.52,0.0,1.0,3.0,2.0,15.0
IND52005,,19.0,16909.0,25/10/2000 00:00,Nicholas Simmons,Asian,Web Designer III,Low,Silver,309043.0,38055.5,1.0,7.64,251126.15,2588381.1,1277598.36,320561.04,90415.42,2316850.54,1.0,2.0,3.0,2.0,16.0
IND50424,Jason Garcia,30.0,27486.0,19-08-2014,Raymond Alexander,American,Tax Accountant,High,Gold,204852.96,25979.2,1.0,4597.76,607243.26,1309431.56,675175.65,285210.56,91763.71,1849181.18,3.0,3.0,3.0,1.0,17.0
IND48222,Walter Griffin,18.0,32800.0,22-12-2016,Frank Brown,Australian,VP Marketing,High,Jade,18687.5,11913.61,2.0,1934.47,99325.79,24813.98,18265.85,13120.39,6652.25,234551.51,0.0,1.0,3.0,,18.0
IND48333,Walter Parker,41.0,,09-09-2006,Douglas Tucker,European,Account Representative II,High,Jade,121744.14,18388.3,1.0,69.08,673353.0,531829.43,209735.55,436849.19,6280.59,782398.27,2.0,2.0,3.0,1.0,19.0
IND62022,Phillip Adams,76.0,34882.0,12-04-2018,Benjamin Kim,Asian,Health Coach I,High,Jade,105503.3,23746.94,1.0,2309.69,139718.12,1311121.92,467531.85,504934.4,58343.89,1024519.99,2.0,2.0,3.0,1.0,20.0
IND82740,Eugene Jordan,17.0,18725.0,06-02-2019,Shawn Wallace,European,Operator,Low,,101046.99,56550.8,2.0,4228.42,961441.02,1667275.46,622292.95,612547.61,50695.85,1073375.39,3.0,3.0,3.0,1.0,21.0
IND48400,Antonio Arnold,23.0,21186.0,,Joshua Little,LOW,Safety Technician II,High,Silver,201990.14,30222.41,1.0,4434.92,1174154.65,428170.13,178640.52,84981.85,42678.52,217613.89,2.0,2.0,4.0,1.0,22.0
IND40646,Elizabeth Greene,79.0,8167.0,05-08-2021,Patrick Graham,American,Software Engineer I,Mid,Platinum,165248.58,8481.88,1.0,,25841.42,108209.2,97388.28,88082.29,8075.1,235244.02,1.0,2.0,4.0,1.0,1.0
IND40950,Tina Hunter,26.0,18051.0,17-10-2006,Dennis Ruiz,European,Statistician III,Low,Jade,429407.79,16539.6,2.0,149.95,656065.34,741521.09,370760.54,182908.54,67940.93,341071.1,0.0,4.0,3.0,2.0,2.0
IND37853,Arthur Sanders,56.0,40683.0,23-09-2012,Gregory Simmons,Australian,Paralegal,High,Silver,140967.36,52781.6,1.0,2087.01,359976.85,677419.08,677419.08,143665.63,19850.6,818477.97,0.0,3.0,1.0,2.0,3.0
IND91954,Adam Chapman,42.0,8393.0,06-08-2015,Shawn Long,Asian,Web Designer II,High,Gold,115916.64,19367.2,2.0,3469.94,209574.56,375760.72,189991.38,276331.9,6797.9,494876.64,3.0,1.0,,2.0,4.0
IND30253,Brian Payne,45.0,28262.0,04-06-2018,Joshua Ryan,European,Account Representative II,Mid,Silver,114733.13,7229.12,1.0,,91949.02,550649.8,258235.77,78989.76,36592.9,999849.01,1.0,1.0,3.0,1.0,
IND82997,,73.0,23468.0,18-04-2001,Joe Hanson,Australian,Recruiter,Low,fri ,251704.69,30770.25,1.0,9856.35,136945.2,2214193.38,553548.35,1141100.37,27807.15,726660.9,3.0,3.0,4.0,,9.0
IND75882,George Reid,30.0,11651.0,25-09-2001,sat,European,Automation Specialist II,High,Platinum,282952.68,52922.58,1.0,8432.63,727530.48,481184.56,126627.52,246923.66,92195.92,2413215.1,,3.0,1.0,1.0,10.0
IND31953,Lawrence Wilson,67.0,14561.0,18-03-2001,Chris Armstrong,American,Geologist IV,Mid,Platinum,180332.33,43263.48,3.0,8812.4,2226593.54,869859.48,325495.81,155564.55,16334.8,2847340.08,2.0,3.0,1.0,1.0,11.0
IND69875,LOW,76.0,3160.0,12-03-2019,Chris Armstrong,European,Analog Circuit Design manager,Low,Silver,45199.26,29204.84,1.0,1838.56,268609.52,67632.21,97690.97,27278.32,10005.98,82071.45,0.0,1.0,1.0,1.0,12.0
IND57328,Jason Green,35.0,42666.0,17-04-1996,Anthony Berry,American,Software Consultant,Mid,Jade,51431.35,24151.17,3.0,3418.04,587904.04,788559.56,314191.7,265646.0,28252.95,208792.19,1.0,1.0,2.0,1.0,13.0
IND70068,Wanda Smith,75.0,3115.0,24-04-2004,Joshua Bennett,Asian,Programmer Analyst IV,High,Jade,111317.58,33229.8,2.0,3369.47,745633.35,229870.48,200614.23,215158.77,6517.67,898980.39,2.0,4.0,2.0,2.0,14.0
IND57357,Amanda Miller,26.0,33955.0,2010-10-04,Dennis Morris,American,Accountant IV,Mid,Silver,108265.0,9449.46,,2555.93,410837.33,145605.38,44314.68,100277.79,7987.31,429344.11,0.0,1.0,3.0,1.0,15.0
IND79088,Alan Cole,75.0,17836.0,13-02-2003,Stephen Payne,European,Financial Analyst,Low,Gold,134574.35,58154.06,3.0,10211.3,356455.55,2100661.04,380744.81,997420.12,106490.02,1097745.28,2.0,4.0,,1.0,1.0
IND57637,Anna Warren,81.0,7753.0,09-01-2018,Victor Martinez,Australian,Systems Administrator II,Mid,Jade,188217.24,29859.52,2.0,589.9,164965.57,166547.67,164465.83,38909.7,13642.5,849630.67,3.0,2.0,3.0,1.0,2.0
IND94614,Karen Hayes,27.0,4604.0,12-02-2020,Paul Larson,Asian,Account Coordinator,High,Jade,368461.72,8461.26,1.0,5088.7,1183891.59,189500.54,69111.96,,62583.96,1661704.39,1.0,3.0,3.0,2.0,3.0
IND16622,Fred Fernandez,48.0,3111.0,14-05-1995,Samuel Fowler,European,Nuclear Power Engineer,High,Jade,180788.0,8935.04,1.0,,1157401.14,869732.47,463475.86,57619.78,54093.61,1228270.66,1.0,2.0,3.0,1.0,4.0
IND36995,Phillip Scott,40.0,26859.0,06-28-2018 00:00:00 ,Keith Griffin,European,Structural Analysis Engineer,High,Silver,94643.61,35530.34,1.0,1454.71,225598.78,448672.11,265124.43,101359.11,16672.17,250634.32,1.0,2.0,3.0,2.0,5.0
IND86491,Adam Howard,37.0,25211.0,02-22-2012 00:00:00 ,Paul Larson,European,Design Engineer,High,Silver,208842.24,26716.8,1.0,3752.95,93611.27,49719.32,40781.02,17195.07,41560.69,1280085.58,1.0,2.0,3.0,2.0,6.0
IND59827,Kenneth Grant,72.0,2982.0,24-03-2011,Joshua Bennett,European,Administrative Assistant IV,High,Jade,166815.54,17196.58,1.0,2543.32,0.0,253759.07,253759.07,167218.48,31805.15,656415.92,3.0,4.0,4.0,1.0,7.0
IND74969,Louis Price,50.0,40049.0,20-10-2003,Joe Price,African,Automation Specialist I,Mid,mon,29881.25,6799.49,2.0,4244.89,328365.97,974755.48,287085.52,395777.43,2712.88,121018.85,0.0,1.0,4.0,2.0,8.0
IND21853,Ernest Gutierrez,55.0,4150.0,28-05-2019,Ernest Rivera,European,Automation Specialist IV,High,Gold,295246.07,48798.54,3.0,3319.84,572098.56,635126.82,518321.89,122791.19,44293.61,675214.26,2.0,2.0,1.0,1.0,9.0
IND23903,Adam Fisher,83.0,13340.0,26-07-2011,Shawn Cook,Asian,Structural Analysis Engineer,High,Silver,427085.65,23309.91,1.0,7634.6,1276408.77,913709.35,338791.11,405830.68,26682.38,1760206.12,2.0,4.0,,2.0,10.0
IND68777,Joseph Bradley,23.0,29201.0,09-04-2001,Douglas Tucker,Asian,Web Designer IV,Mid,Silver,184915.93,27065.2,1.0,2620.92,529717.71,541630.84,594289.39,154816.15,14453.67,872754.89,1.0,2.0,3.0,1.0,
IND81707,Jonathan Rodriguez,27.0,410.0,21-07-2019,Shawn Long,Asian,Account Representative II,High,Jade,129198.45,5012.0,2.0,,66204.96,355267.56,199588.52,219547.37,24483.4,1117017.07,3.0,2.0,4.0,1.0,12.0
IND97656,Christina Boyd,35.0,16855.0,27-08-2014,Benjamin Kim,American,Accountant III,High,Jade,78862.17,33395.73,1.0,1133.32,113710.55,1044347.89,357785.85,749319.61,27711.23,745831.41,0.0,2.0,1.0,2.0,13.0
IND55034,Rebecca Fowler,17.0,1115.0,23-06-2010,Paul Larson,European,Computer Systems Analyst II,High,Gold,108125.22,6694.92,2.0,1120.2,49795.48,75106.64,84017.6,37222.34,14035.82,358276.32,1.0,1.0,1.0,2.0,14.0
IND96166,George Simmons,67.0,42425.0,30-09-2014,Paul Larson,Asian,Administrative Assistant III,Mid,Silver,84951.92,13223.6,1.0,681.79,214777.3,170981.82,158912.52,51535.93,19774.86,325713.78,0.0,1.0,1.0,1.0,15.0
IND96324,Laura Fox,22.0,41943.0,,James Castillo,European,Social Worker,sat,Gold,336120.73,22770.02,2.0,7766.16,1430031.8,198246.62,173465.8,63213.64,68913.64,1320916.4,1.0,4.0,2.0,2.0,16.0
IND47674,Samuel Jackson,24.0,6454.0,04-02-2012,Stephen Payne,African,Actuary,High,Jade,140323.21,8938.05,3.0,4899.02,889037.57,784312.33,424109.63,125489.97,41828.0,1016663.67,2.0,2.0,2.0,1.0,17.0
IND70317,Johnny Hawkins,67.0,4165.0,02-03-2009,Samuel Fowler,European,,Low,CLICK ,72442.64,23670.24,1.0,2554.29,107623.47,420518.01,134675.7,140172.67,35107.21,80798.64,0.0,1.0,3.0,2.0,18.0
IND38895,Ernest Jenkins,84.0,41840.0,23-10-2021,Dennis Morris,African,Web Designer I,High,Silver,291925.85,43220.44,1.0,2687.78,488765.65,397013.28,292055.74,118282.58,56625.83,443851.66,2.0,3.0,3.0,1.0,19.0
IND61906,Johnny White,42.0,28843.0,06-12-2020,Steve Diaz,Asian,,High,Jade,180724.34,26183.52,1.0,6063.21,1175056.16,1980490.17,414220.17,809800.42,4968.95,1612431.75,3.0,2.0,3.0,1.0,20.0
IND91852,Amanda Mitchell,48.0,14423.0,18-07-1996,Dennis Ruiz,European,Software Engineer III,Low,Jade,427268.01,27324.85,1.0,7808.32,1257605.59,1122750.57,793247.69,504017.38,17792.02,1572554.99,0.0,5.0,3.0,1.0,21.0
IND49429,Kathleen Scott,47.0,41723.0,21-01-2011,Victor Martinez,Asian,Senior Developer,High,Gold,283418.58,30792.3,3.0,,123176.18,259129.27,110561.82,192653.98,33826.89,282955.29,0.0,2.0,3.0,1.0,22.0
IND50848,Kathy Carter,80.0,15833.0,30-07-1996,Dennis Ruiz,European,Software Engineer I,Mid,Jade,229460.79,12437.9,1.0,3347.03,438345.76,256292.32,221487.19,78786.16,16752.95,457903.72,3.0,2.0,3.0,1.0,1.0
IND25130,Walter Williams,53.0,31186.0,24-06-2019,,European,Human Resources Assistant II,High,Silver,,15887.04,2.0,737.1,946087.51,1117595.61,335278.68,277802.34,14745.82,979922.58,2.0,1.0,3.0,1.0,2.0
IND51890,Henry Harrison,30.0,28409.0,02-11-2003,Jesse Evans,European,Budget/Accounting Analyst III,High,Jade,,7913.36,1.0,10883.25,2290528.53,1114463.81,221311.96,478033.84,10609.95,462554.98,0.0,4.0,4.0,2.0,3.0
IND29870,Albert Hudson,62.0,34292.0,14-03-1999,Roger Alexander,Asian,Product Engineer,High,Gold,185240.18,5908.95,1.0,2658.02,204594.66,1843725.89,606488.78,394217.71,55984.72,592412.4,0.0,2.0,4.0,2.0,4.0
IND24996,Harry Oliver,22.0,32121.0,08-12-2008,Ernest Rivera,Asian,Biostatistician I,Low,Gold,253601.62,49237.65,1.0,6694.69,335206.22,484219.57,285434.69,134562.07,12308.22,1488519.84,0.0,3.0,1.0,1.0,8.0
IND28319,Peter Fernandez,76.0,11176.0,18-03-2004,Keith Griffin,European,,High,Silver,169841.6,23901.6,1.0,,294747.03,135130.51,76884.6,98342.39,19026.58,292525.92,0.0,2.0,2.0,1.0,9.0
IND24921,Justin Dean,24.0,12722.0,13-05-2018,Joshua Bennett,Asian,Web Designer IV, impression,Gold,161884.01,11589.76,1.0,4719.34,273447.38,437316.13,197497.61,163640.88,8871.46,126209.78,1.0,2.0,3.0,2.0,10.0
IND97391,Douglas GoPKRalez,51.0,15759.0,14-08-2001,Anthony Torres,Asian,Media Manager III,High,Platinum,196246.44,20241.21,1.0,1802.49,1226915.48,1378832.7,998950.22,501866.96,,1971775.95,1.0,3.0,4.0,1.0,11.0
IND59368,Albert Tucker,,35127.0,07-03-2007,Shawn Cook,European,Assistant Manager,High,Platinum,108561.76,2012.43,1.0,2532.03,488439.1,389075.57,253087.99,112189.75,36120.28,946926.03,3.0,1.0,1.0,1.0,12.0
IND23354,Ruby Griffin,78.0,40668.0,22-10-1999,Dennis Morris,European,VP Sales,High,Platinum,117375.9,6336.09,1.0,1327.7,178624.7,99007.56,59675.79,44811.09,8087.51,118523.04,3.0,1.0,1.0,1.0,13.0
IND29589,Deborah Armstrong,27.0,36410.0,18-10-2012,Joe Hanson,Australian,Associate Professor,High,Jade,104350.96,24810.88,1.0,1619.36,366249.66,153984.34,179265.35,32359.69,5476.2,519730.47,1.0,1.0,1.0,2.0,14.0
IND48477,Clarence Carr,35.0,9379.0,04-07-1999,WED,American,Marketing Assistant,High,Jade,79692.87,34412.04,2.0,4136.36,1411246.75,2844789.79,,386732.26,45795.58,406621.87,2.0,3.0,2.0,1.0,15.0
IND70337,Justin Brown,43.0,1168.0,17-10-2020,Nicholas Simmons,Asian,Engineer II,Low,Silver,51567.23,13658.75,1.0,962.78,127945.09,487858.7,180295.61,349985.59,16788.76,,0.0,1.0,2.0,2.0,1.0
IND69809,Amanda Rodriguez,25.0,9100.0,28-12-2017,Jesse Evans,Asian,Marketing Manager,High,Platinum,96948.99,14055.06,3.0,3136.96,578529.62,224955.85,202949.3,41152.25,38982.32,973704.35,0.0,2.0,3.0,2.0,2.0
IND23817,Ruby Andrews,38.0,21854.0,26-08-2020,Shawn Long,American,Senior Cost Accountant,Low,Jade,79643.42,39162.42,1.0,935.39,227140.25,309391.57,114432.5,182541.02,4764.35,767080.35,0.0,2.0,3.0,2.0,3.0
IND36692,Dorothy Kennedy,45.0,1346.0,14-03-2006,Dennis Morris,European,Teacher,High,,224615.26,53741.76,1.0,3521.46,415665.01,219556.12,132335.2,117898.63,43711.49,611524.1,0.0,2.0,3.0,2.0,4.0
IND39952,Kevin Cruz,42.0,17738.0,11-06-2015,Todd Roberts,Asian,Clinical Specialist,Mid,Gold,405658.2,7958.92,1.0,4448.5,125897.63,2182842.98,422485.74,719634.04,28226.37,2701599.47,2.0,3.0,3.0,2.0,5.0
IND30232,Ryan Perkins,27.0,36187.0,28-08-2004,Dennis Morris,,Human Resources Assistant III,High,Gold,282804.76,49807.36,2.0,6825.77,1890430.08,364617.94,111279.5,81565.51,63673.27,1726033.36,3.0,3.0,3.0,1.0,6.0
IND31886,Jeffrey Little,,24633.0,WED,Nicholas Cunningham,European,Safety Technician II,,Silver,31366.69,10557.68,1.0,205.82,271792.29,107355.61,94171.59,62153.25,8563.05,58053.18,2.0,1.0,3.0,2.0,7.0
IND16521,Donald White,58.0,,25-05-2016,Jeremy Vasquez,American,Director of Sales,Mid,Jade,143641.46,14785.44,3.0,3175.17,566354.19,593952.76,449086.23,145880.59,37314.07,87414.62,0.0,2.0,3.0,1.0,8.0
IND22770,Shirley Carr,28.0,26678.0,07-10-2004,Joshua Ryan,American,Programmer I,Low,Jade,304744.13,42528.75,2.0,314.25,477185.63,339201.75,271361.4,236084.42,34078.5,329440.13,,3.0,4.0,2.0,9.0
IND74369,Mark Vasquez,73.0,28055.0,02-02-2011,Shawn Long,Asian,Media Manager III,High,Silver,69280.85,2951.0,1.0,995.13,143005.48,59107.82,25699.05,61763.38,14433.09,241575.02,0.0,1.0,,1.0,10.0
IND31020,Lillian GoPKRales,55.0,3805.0,17-08-2014,Joe Price,American,Software Engineer IV,High,Jade,192746.06,14270.78,1.0,4643.78,756193.56,879489.48,777653.86,97762.2,27008.24,88303.33,3.0,2.0,1.0,1.0,11.0
IND83621,Robin Hudson,31.0,4094.0,21-10-2016,Jeremy Vasquez,European,Systems Administrator I,Mid,Silver,163869.5,16638.75,1.0,1687.23,422732.93,260002.59,86667.53,224468.9,7039.31,427554.86,0.0,2.0,2.0,1.0,12.0
IND87099,Joe West,72.0,11886.0,08-05-2004,Nicholas Simmons,European,Research Associate,High,Gold,303730.88,56672.25,2.0,3246.18,907795.61,779074.22,350880.76,277968.92,18711.71,972113.99,1.0,3.0,3.0,2.0,13.0
IND68353,Adam Webb,71.0,24879.0,01-10-2016,Victor Ramos,European,Information Systems Manager,Mid,Jade,106992.56,8102.52,,5281.42,794105.57,480600.23,167400.08,365148.17,58105.73,598191.29,2.0,2.0,4.0,2.0,14.0
IND34739,Emily Garza,31.0,36722.0,28-07-2018,Joe Price,European,Electrical Engineer,Mid,Platinum,74335.22,21749.8,3.0,1133.9,685556.88,159081.75,127265.4,131719.69,36057.0,233827.35,1.0,4.0,1.0,1.0,15.0
IND49852,Alice Hawkins,75.0,19497.0,31-08-2003,Joe Hanson,American,Accounting Assistant IV,High,Gold,29126.28,20856.0,1.0,222.47,72179.35,541414.86,295824.61,215114.73,11335.7,266840.16,2.0,1.0,1.0,2.0,16.0
IND15739,Arthur Fuller,50.0,24390.0,08-11-1999,Jerry Green,European,Human Resources Assistant I,High,Platinum,205568.33,22084.6,1.0,3975.54,119101.88,606081.5,661179.81,65488.29,23952.42,1007604.78,2.0,5.0,1.0,2.0,17.0
IND35208,Earl Wagner,38.0,38924.0,13-11-2004,Frank Brown,Asian,Office Assistant II,High,Silver,470262.68,27056.95,1.0,12294.43,962473.9,656372.92,213216.68,141350.12,81767.01,1104006.81,2.0,5.0,2.0,2.0,18.0
IND23172,Ryan Mitchell,32.0,24247.0,10-07-2000,Gregory Simmons,European,Programmer Analyst I,Mid,Jade,279238.44,29395.85,1.0,7439.36,2667556.66,891713.77,428485.84,88823.96,12415.02,1303515.44,1.0,5.0,2.0,,19.0
IND89615,Phillip Gordon,37.0,22162.0,29-01-2007,Todd Roberts,European,Dental Hygienist,Mid,Platinum,292010.27,30493.32,1.0,7061.8,1220492.39,1204591.47,558492.41,622445.26,66410.85,203262.58,3.0,2.0,3.0,2.0,20.0
IND78041,Christine Davis,76.0,1413.0,25-12-2011,Stephen Payne,European,Senior Financial Analyst,High,med,26996.11,8835.5,3.0,837.86,303226.55,594754.67,347994.75,301806.36,10935.34,754076.72,0.0,1.0,3.0,2.0,21.0
IND25027,Louise Olson,31.0,33534.0,10-07-2017,Bobby Burton,American,Office Assistant II,Mid,Jade,144581.55,33769.84,1.0,37.38,639113.19,351609.98,342708.46,61420.48,33538.53,464417.62,3.0,2.0,3.0,,22.0
IND70133,Ronald Foster,63.0,13998.0,07-08-2013,Adam Hernandez,European,Budget/Accounting Analyst IV,Mid,Jade,158603.63,32769.66,1.0,1717.25,309892.97,95126.02,134905.99,38050.41,3524.37,507150.57,1.0,1.0,3.0,1.0,1.0
IND96246,Jacqueline Moreno,65.0,12896.0,17-11-2012,Mark Montgomery,European,Programmer I,High,Silver,342068.37,39111.12,,1136.27,834035.83,1436044.53,779567.03,717475.2,17553.56,350589.71,1.0,2.0,3.0,1.0,2.0
IND74738,Craig Baker,61.0,29985.0,18-12-2002,Bobby Burton,European,Financial Analyst,High,Jade,308171.08,12327.54,2.0,2943.1,1486877.41,1486770.8,582653.42,438798.3,21152.12,1676630.67,3.0,2.0,3.0,1.0,3.0
IND94482,Timothy Scott,30.0,43083.0,01-12-2020,Joshua Little,European,Accounting Assistant IV,High,Jade,103215.16,20290.12,1.0,2321.56,227116.49,1719422.75,854304.38,274783.22,5576.67,984930.52,2.0,2.0,3.0,2.0,4.0
IND54803,Evelyn Reynolds,20.0,13993.0,01-08-2020,Nicholas Simmons,American,Programmer IV,High,Jade,53067.71,8824.74,1.0,4588.8,844190.96,968531.37,384210.79,357956.39,40855.99,773156.92,2.0,1.0,4.0,1.0,8.0
IND22264,James Burton,76.0,24568.0,16-08-2000,Shawn Long,Asian,Librarian,High,Silver,16653.97,4538.43,1.0,2908.65,238129.23,446980.04,152458.31,112541.95,1473.66,878113.76,2.0,1.0,,2.0,9.0
IND66283,Julia Weaver,45.0,14208.0,03-07-2008,Joshua Ryan,African,,Low,Gold,98173.6,31953.2,1.0,603.86,596226.08,90491.87,48151.64,33473.69,28781.23,478424.54,1.0,1.0,1.0,2.0,10.0
IND45825,Nicole Garrett,37.0,167.0,17-10-2000,Nicholas Simmons,European,Software Test Engineer I,High,Jade,410110.87,14944.16,1.0,1866.16,1482143.31,382944.19,139615.07,202242.4,19862.09,874667.06,1.0,4.0,2.0,1.0,11.0
IND94895,Steve Sullivan,68.0,33987.0,08-12-2020,Jesse Evans,European,Analog Circuit Design manager,Low,Jade,160073.1,25457.4,1.0,6022.3,1097639.3,924637.87,292487.49,787734.86,64209.6,189631.76,1.0,4.0,3.0,2.0,12.0
IND66583,Andrew Baker,84.0,41467.0,09-10-2015,Gregory Simmons,African,Account Representative I,,Jade,117125.42,49597.2,1.0,647.72,153107.12,454769.73,360679.44,155562.61,35199.79,321595.12,3.0,2.0,4.0,2.0,13.0
IND73582,Christopher Wright,65.0,3926.0,10-04-2003,Frank Brown,European,,High,Platinum,155135.69,9966.0,3.0,3955.72,657469.34,613776.68,268778.02,136354.7,1902.46,971004.83,0.0,2.0,1.0,2.0,14.0
IND62295,Tina Snyder,67.0,7348.0,15-01-2012,Gregory Simmons, n/a,Programmer III,Low,Silver,173146.19,,3.0,2343.86,88510.51,840866.85,518534.56,169434.67,23216.84,1767385.45,0.0,2.0,1.0,2.0,15.0
IND39698,George George,67.0,7541.0,20-09-2008,Shawn Cook,European,Database Administrator III,Mid,Jade,341330.13,11338.71,1.0,3415.76,1880586.03,1771992.83,479637.16,622462.44,53199.99,2148499.81,3.0,4.0,1.0,1.0,1.0
IND96489,Jeremy Bowman,48.0,16245.0,10-09-2002,Roy Rice,share,Research Associate,High,Jade,113038.07,21105.0,2.0,6217.31,874240.76,1153249.45,655045.69,326415.73,58641.98,814075.76,3.0,2.0,2.0,1.0,2.0
IND62970,Kathleen Stone,41.0,13785.0,09-03-2019,Joe Hanson,American,Operator,High,Platinum,204694.71,21047.14,1.0,1101.12,440353.61,78211.37,32327.37,66917.65,36275.12,791117.99,1.0,2.0,2.0,1.0,3.0
IND53584,Nancy Castillo,76.0,12555.0,08-10-2013,Anthony Berry,Asian,Pharmacist,High,Jade,55512.32,8663.46,2.0,832.9,108096.9,98876.79,80220.79,90388.31,4904.11,142258.88,1.0,1.0,3.0,2.0,4.0
IND34425,Timothy Bradley,50.0,28523.0,17-08-2020,Dennis Morris,Asian,Programmer Analyst IV,High,Silver,71909.93,19065.63,1.0,1349.18,172488.87,86942.18,117627.66,36464.57,20616.89,430296.1,0.0,2.0,3.0,1.0,5.0
IND53485,Michael Sims,23.0,27810.0,09-11-1999,Bruce Butler,European,Media Manager II,Low,Jade,43256.08,30778.8,2.0,3315.88,321822.64,95899.27,29507.47,31921.71,17592.43,747541.08,1.0,1.0,3.0,1.0,6.0
IND40496,LOW,18.0,26623.0,22-03-2021,Anthony Berry,American,Accounting Assistant III,Mid,Gold,91589.48,32407.92,1.0,257.93,672627.05,280502.98,126423.88,198801.55,40677.75,798973.85,2.0,3.0,3.0,2.0,7.0
IND72603,Aaron Simpson,46.0,15770.0,04-12-2013,Benjamin Kim,Asian,Financial Analyst,Mid,Silver,22388.51,14415.44,2.0,1184.02,146552.66,148409.63,140459.11,127049.24,12347.61,292069.96,1.0,1.0,3.0,2.0,8.0
IND56984,Irene Rogers,35.0,34644.0,13-11-2010,Roger Alexander,Asian,Pharmacist,High,Jade,48321.55,18298.98,2.0,3041.34,730394.54,209527.5,173479.76,45600.39,31444.1,110925.93,1.0,2.0,3.0,1.0,9.0
IND31180,Annie Hayes,47.0,16360.0,2013-10-29,Anthony Simpson,European,Health Coach II,Low,Silver,67296.92,14652.9,1.0,4151.61,1648965.24,570772.51,235318.49,175137.04,53942.26,2139037.63,1.0,3.0,3.0,2.0,
IND80616,Michael Stone,22.0,7702.0,20-05-2001,Paul Larson,African,Programmer III,High,Gold,223595.51,3596.62,1.0,1228.39,125055.22,98975.53,66552.51,20460.63,59807.23,794722.47,0.0,2.0,4.0,2.0,11.0
IND54495,Louise Barnes,28.0,26334.0,15-09-2006,Douglas Tucker,Asian,Compensation Analyst,High,Gold,155330.89,33724.8,2.0,1763.28,39701.88,136113.78,117161.22,47415.84,1055.12,292601.03,1.0,2.0,4.0,1.0,12.0
IND88782,Jose Jacobs,54.0,22276.0,25-03-1996,Douglas Tucker,Asian,Senior Financial Analyst,Mid,Jade,338592.73,38743.36,1.0,8449.34,724817.06,2168648.47,1216939.43,398157.62,47583.23,2251103.86,0.0,3.0,1.0,1.0,13.0
IND25223,Steven Owens,49.0,6336.0,16-06-2009,Jason Duncan,European,Geologist I,High,Jade,193487.42,28433.34,1.0,2278.66,774008.1,300687.96,135887.83,93473.48,40427.77,199674.45,1.0,3.0,2.0,1.0,14.0
IND26937,Steve Scott,63.0,16522.0,03-03-2002,Raymond Alexander,American,Cost Accountant,Mid,Jade,62204.5,40020.38,1.0,182.96,1447905.65,516071.89,127033.08,167366.08,40382.21,979165.88,1.0,2.0,3.0,2.0,15.0
IND14766,Debra Mendoza,49.0,,mon,Dennis Ruiz,European,Engineer IV,Mid,Jade,268215.7,21790.44,3.0,1445.63,1100717.95,1399302.31,742992.37,252617.41,16392.68,605027.67,3.0,4.0,4.0,1.0,16.0
IND45041,Kenneth Moreno,60.0,11888.0,18/04/2019 00:00,Bruce Butler,European,Web Developer III,Low,Jade,151886.04,40525.92,1.0,1610.27,205461.29,166878.16,189895.84,76303.6,36408.46,734636.49,2.0,2.0,1.0,2.0,17.0
IND54922,Earl Mccoy,50.0,36622.0, n/a,Samuel Fowler,Asian,Accountant I,High,Silver,244088.88,56280.84,1.0,5725.94,1016360.35,358570.12,298808.43,85658.42,39496.46,643953.24,0.0,3.0,1.0,2.0,18.0
IND89369,Keith Banks,19.0,25884.0,18-11-2020,Mark Montgomery,European,Account Coordinator,High,Gold,229762.92,29699.68,1.0,3262.49,378430.32,,117476.92,180641.26,16162.88,1116008.81,0.0,2.0,1.0,2.0,19.0
